Position,Level,Salary
Region Manager,3,61560
Senior Consultant,7,200908
Senior Consultant,9,504638
C-level,5,108080
Region Manager,10,1001208
Senior Consultant,3,59498
Content Strategist,1,43007
Business Analyst,10,999524
Data Scientist,10,1003674
Country Manager,1,40874
Senior Partner,8,297856
Data Scientist,9,497341
Region Manager,3,56286
Content Strategist,2,48239
Product Manager,10,1002643
Product Manager,6,146566
HR Manager,1,42058
Data Scientist,10,1003361
Manager,6,154558
Region Manager,7,196361
Product Manager,2,50587
Software Engineer,2,47101
Senior Consultant,5,110640
Country Manager,3,59964
HR Manager,10,998310
Country Manager,5,105716
Junior Consultant,10,999758
Senior Consultant,6,150332
UX/UI Designer,10,999103
HR Manager,1,40199
Business Analyst,6,154483
Marketing Specialist,8,300249
Partner,6,150607
Business Analyst,3,63964
C-level,4,79461
Manager,1,49720
Region Manager,10,1000934
Operations Manager,1,47812
Region Manager,8,304456
CEO,3,60522
Financial Analyst,2,45271
Operations Manager,4,75785
Senior Consultant,7,200092
UX/UI Designer,10,996898
Business Analyst,4,75212
Business Analyst,5,111626
Financial Analyst,1,44239
Junior Consultant,3,61329
Marketing Specialist,9,503497
Region Manager,6,147684
Product Manager,8,304301
C-level,4,79689
CEO,4,83732
CEO,6,145906
HR Manager,3,64506
Operations Manager,3,55802
Country Manager,10,998783
Software Engineer,2,47438
Sales Director,5,111402
Junior Consultant,10,1002374
Data Scientist,3,55864
Business Analyst,4,78278
Region Manager,2,49328
Manager,1,40244
Marketing Specialist,4,80905
Country Manager,8,301124
Product Manager,4,82861
Senior Partner,8,295374
Junior Consultant,8,296018
C-level,2,53539
Content Strategist,4,84371
Business Analyst,10,1002832
Software Engineer,10,997899
Senior Partner,8,299248
HR Manager,10,999081
Content Strategist,6,151756
Software Engineer,4,77095
Partner,9,504732
Content Strategist,4,80581
CEO,1,41757
Operations Manager,1,46352
Marketing Specialist,4,83406
Junior Consultant,10,1003626
Business Analyst,8,300546
Country Manager,7,195068
CEO,2,48547
Product Manager,4,83950
Partner,6,145252
Product Manager,9,503381
Marketing Specialist,9,497928
Financial Analyst,5,113651
Operations Manager,2,45044
Product Manager,10,995944
Marketing Specialist,9,498128
HR Manager,1,43170
Country Manager,5,106681
Manager,10,1002093
Data Scientist,1,41567
Marketing Specialist,10,999192
Financial Analyst,4,83477
Data Scientist,6,146321
HR Manager,1,49588
Data Scientist,3,62538
Marketing Specialist,4,80758
Financial Analyst,2,54756
HR Manager,3,62483
CEO,4,81022
Marketing Specialist,6,152041
Data Scientist,9,504897
Operations Manager,7,203604
HR Manager,1,47223
Region Manager,4,80329
Senior Consultant,4,77123
Manager,10,998522
Marketing Specialist,9,502842
UX/UI Designer,1,48224
Junior Consultant,8,301122
Operations Manager,7,195442
Product Manager,6,148207
Content Strategist,6,145823
Operations Manager,2,53650
Content Strategist,3,58317
Manager,9,496894
UX/UI Designer,10,1003750
Software Engineer,1,44808
Data Scientist,10,999627
CEO,4,79506
Financial Analyst,8,304743
HR Manager,3,60820
Business Analyst,7,195529
Manager,4,77137
Senior Consultant,1,45179
Country Manager,2,49425
Content Strategist,10,1002327
C-level,6,150821
UX/UI Designer,5,109418
Country Manager,2,47069
Senior Consultant,9,498181
UX/UI Designer,5,111767
CEO,2,46044
HR Manager,2,53396
Senior Partner,7,203243
Region Manager,4,78436
Product Manager,6,145098
Financial Analyst,3,63489
Software Engineer,7,200196
HR Manager,8,301591
C-level,6,148187
Region Manager,10,1002586
Content Strategist,8,299031
Country Manager,10,1004105
CEO,2,52618
Operations Manager,1,46283
Marketing Specialist,8,301621
Product Manager,8,304416
Region Manager,8,300825
Country Manager,7,200225
Business Analyst,3,57220
Senior Partner,9,502719
Senior Consultant,10,998185
Region Manager,8,304564
Content Strategist,7,201251
Country Manager,5,110443
Operations Manager,5,108259
Product Manager,5,109754
Senior Consultant,9,495799
Manager,10,1002290
Business Analyst,8,301005
Partner,3,57466
Software Engineer,4,78375
Marketing Specialist,1,48437
Partner,10,995861
Software Engineer,4,84169
CEO,9,500508
Content Strategist,5,110610
Partner,10,997574
C-level,8,304750
Country Manager,8,295562
Software Engineer,2,47361
Region Manager,1,48114
Country Manager,10,995060
Business Analyst,9,503167
Manager,5,113570
Operations Manager,3,55880
Data Scientist,6,145607
Software Engineer,5,109640
Partner,9,500062
UX/UI Designer,9,496152
CEO,3,62163
HR Manager,8,301438
Senior Consultant,9,499261
Product Manager,2,49453
HR Manager,3,57931
C-level,5,114384
HR Manager,10,1002768
Business Analyst,1,49743
Sales Director,6,151710
Senior Consultant,3,56169
Junior Consultant,2,45494
Content Strategist,10,996725
Senior Partner,9,499013
C-level,5,111025
Operations Manager,3,61547
Region Manager,3,57928
Business Analyst,1,46042
HR Manager,4,76964
Manager,9,502652
Region Manager,4,84131
Data Scientist,7,203789
Junior Consultant,9,502642
HR Manager,6,147620
HR Manager,3,57347
Marketing Specialist,6,152245
Business Analyst,7,198141
Financial Analyst,1,48854
UX/UI Designer,7,204078
Data Scientist,5,114320
Sales Director,3,55244
Senior Consultant,7,203050
Region Manager,9,495101
Sales Director,9,502258
Financial Analyst,8,295001
Product Manager,2,47676
Data Scientist,2,47550
C-level,8,296582
Senior Consultant,1,40473
Data Scientist,6,145284
CEO,10,996012
Business Analyst,9,495612
UX/UI Designer,10,1002649
HR Manager,3,59957
Data Scientist,4,83355
Product Manager,2,51042
Product Manager,2,49150
Business Analyst,3,56752
Manager,5,110785
Junior Consultant,6,153086
Junior Consultant,3,56285
Product Manager,2,46820
Financial Analyst,5,113610
Senior Consultant,6,151846
Marketing Specialist,4,75220
Product Manager,9,500884
Product Manager,8,304221
Manager,7,202676
Product Manager,7,195173
CEO,2,50344
Content Strategist,5,110842
Operations Manager,10,995487
Sales Director,9,495188
Senior Partner,7,195441
Software Engineer,2,46811
Content Strategist,10,995053
Business Analyst,2,47733
UX/UI Designer,1,41908
Product Manager,6,148318
Region Manager,9,496499
Region Manager,7,202230
Manager,3,64053
Country Manager,9,497822
CEO,10,1001904
Content Strategist,1,48829
Operations Manager,5,110669
HR Manager,2,47942
Operations Manager,6,148388
UX/UI Designer,5,110964
Business Analyst,1,49262
Region Manager,7,201803
Country Manager,7,201615
UX/UI Designer,5,113231
Data Scientist,9,500776
Business Analyst,4,76690
Junior Consultant,6,146118
Data Scientist,1,45375
Content Strategist,3,55102
Senior Consultant,10,1002645
Marketing Specialist,5,114188
UX/UI Designer,3,56038
Marketing Specialist,2,49659
Manager,3,63960
UX/UI Designer,8,297661
UX/UI Designer,7,200742
Software Engineer,2,49994
HR Manager,3,62375
Operations Manager,4,76400
Junior Consultant,10,996034
Partner,1,49161
Region Manager,9,495264
Financial Analyst,5,114319
Partner,2,52101
Business Analyst,5,107329
Junior Consultant,8,304569
Manager,10,1004349
Junior Consultant,8,298865
UX/UI Designer,5,107999
Product Manager,5,105050
Marketing Specialist,8,304446
CEO,4,79698
Senior Partner,10,1000344
Financial Analyst,2,53926
UX/UI Designer,5,106077
Financial Analyst,2,53692
Marketing Specialist,8,302907
Sales Director,8,301494
Operations Manager,3,62829
CEO,4,81754
Junior Consultant,10,1004982
C-level,8,298122
Business Analyst,8,296418
Operations Manager,6,148563
Data Scientist,6,148670
Region Manager,6,146740
Marketing Specialist,2,51652
Partner,9,503920
Senior Consultant,3,56489
Senior Consultant,1,42613
Country Manager,1,42064
Partner,10,998719
Country Manager,5,112550
Manager,5,105245
C-level,5,107012
Operations Manager,2,53982
Business Analyst,10,996140
Marketing Specialist,7,198434
Operations Manager,3,56087
Marketing Specialist,1,42027
Senior Partner,7,202985
Country Manager,1,45703
Country Manager,8,303565
C-level,6,145642
Content Strategist,10,1000906
Operations Manager,4,82064
Partner,5,107738
Manager,8,297849
Product Manager,6,145269
CEO,2,48197
Marketing Specialist,5,105486
Operations Manager,3,60409
Manager,9,498082
Product Manager,6,147522
HR Manager,1,42239
Content Strategist,10,998679
Marketing Specialist,8,296074
Partner,4,82998
Financial Analyst,1,46449
Content Strategist,1,49025
Financial Analyst,9,502290
Senior Partner,6,151853
Financial Analyst,9,500093
Senior Consultant,6,146608
Operations Manager,10,996908
Product Manager,2,52912
Country Manager,8,295111
Operations Manager,8,302313
Region Manager,6,148696
C-level,3,61787
HR Manager,7,200862
Manager,8,299545
Content Strategist,3,55264
Sales Director,5,106720
Product Manager,7,199307
Financial Analyst,8,299805
Region Manager,5,109761
Product Manager,3,64583
Product Manager,1,46886
HR Manager,9,503996
Software Engineer,10,1002041
Region Manager,7,197670
Senior Partner,1,43363
Manager,9,495362
UX/UI Designer,5,105341
Manager,4,82860
Content Strategist,6,146706
Financial Analyst,7,196152
Product Manager,3,60017
Senior Consultant,1,45717
Junior Consultant,3,56594
Business Analyst,1,44209
Partner,9,498006
Financial Analyst,7,199448
Business Analyst,1,42159
Content Strategist,3,60842
CEO,5,113129
Senior Partner,2,45737
C-level,4,83640
Operations Manager,7,200120
Manager,3,60847
Financial Analyst,10,1003848
Region Manager,10,998922
Financial Analyst,1,48092
Product Manager,5,106524
Data Scientist,8,298092
UX/UI Designer,10,1003696
UX/UI Designer,7,203513
Senior Consultant,3,55825
Data Scientist,3,62197
UX/UI Designer,5,111260
Content Strategist,6,151539
Senior Partner,5,105663
Financial Analyst,5,112926
Financial Analyst,9,500725
Product Manager,10,995407
CEO,1,41036
CEO,6,151012
Partner,9,496508
CEO,3,61523
Business Analyst,8,300845
Sales Director,9,504386
Data Scientist,2,49619
C-level,5,105810
Region Manager,3,63050
Financial Analyst,9,498820
Operations Manager,6,150057
HR Manager,1,46976
Partner,7,203548
Marketing Specialist,8,298708
Partner,10,1001521
Business Analyst,8,298329
Operations Manager,10,1004154
Data Scientist,9,496654
Content Strategist,4,77958
Manager,2,53129
Senior Consultant,1,40871
Senior Partner,9,499080
Data Scientist,8,304323
HR Manager,3,58829
Product Manager,10,1000180
Data Scientist,8,304432
Senior Partner,2,53854
Junior Consultant,7,198188
Junior Consultant,1,44469
Country Manager,10,997396
UX/UI Designer,4,83975
Operations Manager,5,112092
CEO,7,203220
Marketing Specialist,9,503875
HR Manager,4,77054
Senior Partner,10,995590
Senior Consultant,9,498436
CEO,2,52224
Content Strategist,4,78077
Data Scientist,3,58326
Software Engineer,9,500279
Content Strategist,2,53375
Junior Consultant,9,496449
Senior Consultant,9,497264
Business Analyst,3,61900
Junior Consultant,2,48834
CEO,6,150066
Sales Director,3,64508
Product Manager,1,47566
Marketing Specialist,3,56522
Software Engineer,4,79001
Content Strategist,7,202670
Financial Analyst,4,81826
Operations Manager,7,195558
Operations Manager,6,150272
Financial Analyst,1,46119
Senior Consultant,3,60016
Marketing Specialist,6,146862
Operations Manager,1,45404
Manager,4,79479
Content Strategist,3,63101
Marketing Specialist,10,1000741
C-level,5,114331
Senior Consultant,4,75410
Data Scientist,4,77003
CEO,8,298645
UX/UI Designer,5,105434
C-level,6,154362
Senior Consultant,2,45659
Content Strategist,4,79615
Product Manager,6,152333
CEO,1,41683
Software Engineer,8,302176
Data Scientist,2,47659
Senior Consultant,5,105336
Junior Consultant,10,1004167
Junior Consultant,9,498180
Business Analyst,5,108257
Data Scientist,8,297693
Junior Consultant,10,1002921
HR Manager,7,199180
Content Strategist,2,45133
Junior Consultant,10,999535
Region Manager,7,197289
Content Strategist,4,83928
Country Manager,7,202664
UX/UI Designer,6,153230
UX/UI Designer,9,504920
Product Manager,10,1002236
Business Analyst,3,64044
Junior Consultant,9,496887
Software Engineer,1,46120
Senior Consultant,7,198756
Data Scientist,3,64942
Business Analyst,1,44463
Junior Consultant,10,1002191
Junior Consultant,8,297168
Product Manager,2,47467
Manager,7,201447
Senior Partner,1,46521
Manager,4,80253
Marketing Specialist,2,47515
CEO,2,49304
C-level,4,79941
Country Manager,1,44599
HR Manager,4,83412
Data Scientist,5,110273
UX/UI Designer,5,110176
HR Manager,1,40012
Operations Manager,3,56313
Junior Consultant,2,49157
Operations Manager,1,41384
Manager,9,501872
UX/UI Designer,9,504707
Financial Analyst,1,43565
Data Scientist,7,195974
Partner,6,148261
Manager,4,80906
Content Strategist,8,302726
Marketing Specialist,8,304862
Senior Partner,3,64391
HR Manager,4,78074
Marketing Specialist,4,77875
UX/UI Designer,9,501499
Product Manager,9,500080
Product Manager,6,147614
Financial Analyst,3,58459
Product Manager,8,301115
Country Manager,1,46293
Manager,4,79773
Senior Partner,5,107987
Marketing Specialist,9,500760
C-level,9,503005
Content Strategist,8,299162
Senior Partner,8,299461
Senior Partner,1,42166
Region Manager,10,1002495
Data Scientist,9,499624
C-level,3,58739
Country Manager,2,45686
Junior Consultant,1,45938
CEO,2,52873
Sales Director,10,995646
Data Scientist,7,201336
Sales Director,7,198941
Country Manager,2,54185
Junior Consultant,4,76864
Product Manager,9,501745
Content Strategist,8,299493
Product Manager,1,48073
Content Strategist,7,200679
Manager,10,1002136
CEO,1,45924
Operations Manager,7,196562
Content Strategist,7,202033
Sales Director,5,109420
Country Manager,9,495407
Data Scientist,2,53738
Senior Partner,9,504195
Marketing Specialist,2,50096
Senior Consultant,10,1002273
Manager,3,64652
UX/UI Designer,3,64723
Senior Consultant,7,198917
Marketing Specialist,3,55540
Business Analyst,1,41355
Business Analyst,3,59606
Data Scientist,6,153944
Data Scientist,1,40392
Partner,9,498987
C-level,1,49032
Business Analyst,7,200091
Country Manager,8,296727
Software Engineer,1,45834
CEO,9,499664
Business Analyst,2,53259
CEO,9,502325
Partner,7,198423
Senior Partner,8,299803
HR Manager,1,41856
Financial Analyst,4,84143
CEO,2,45317
Sales Director,8,304452
Operations Manager,8,296442
Financial Analyst,4,82704
Data Scientist,1,43361
Senior Consultant,1,47983
Senior Partner,8,299343
Marketing Specialist,3,58305
Content Strategist,9,500938
Software Engineer,10,1000621
Country Manager,10,997911
Partner,1,46300
HR Manager,8,299961
Senior Consultant,7,197616
Country Manager,7,199272
Product Manager,5,109543
Junior Consultant,7,203634
Senior Partner,3,63715
Sales Director,7,199614
Manager,5,114820
Senior Consultant,4,80477
Senior Partner,8,297743
Sales Director,7,195166
Senior Consultant,2,54099
Partner,9,503408
Manager,2,48965
Manager,1,40206
Product Manager,8,297620
Manager,4,76268
Sales Director,4,77399
Content Strategist,9,504700
Software Engineer,3,58305
Software Engineer,8,298115
Financial Analyst,9,499539
Operations Manager,6,148093
HR Manager,7,201521
C-level,7,204238
HR Manager,10,998616
Country Manager,1,48293
Product Manager,5,106275
